"SDO_ID","SDO_Name","Geogr_Laenge","Geogr_Breite","Hoehe_ueber_NN","Metadata_Link"
"4847","Steinberg","9,6902","51,3629","500.0","https://cdc.dwd.de/rest/metadata/station/html/812300052519"
"6186","Nastätten","7,8651","50,1989","268.0","https://cdc.dwd.de/rest/metadata/station/html/812300053095"
"5498","Wertheim-Eichel","9,5428","49,7667","140.0","https://cdc.dwd.de/rest/metadata/station/html/812300054375"
"3166","Marienberg","13,1469","50,6511","639.0","https://cdc.dwd.de/rest/metadata/station/html/812300054951"
"4629","Schwesing","9,1420","54,5166","37.0","https://cdc.dwd.de/rest/metadata/station/html/812300055655"
"6197","Lügde-Paenbruch","9,2710","51,8664","258.0","https://cdc.dwd.de/rest/metadata/station/html/812300056231"
"553","Bocholt (Marienschule)","6,6107","51,8380","25.0","https://cdc.dwd.de/rest/metadata/station/html/812300057511"
"5629","Wittenberg","12,6446","51,8891","104.0","https://cdc.dwd.de/rest/metadata/station/html/812300058087"
"1048","Dresden-Klotzsche","13,7543","51,1278","228.0","https://cdc.dwd.de/rest/metadata/station/html/812300059367"
"757","Buchenbach","7,9983","47,9625","445.0","https://cdc.dwd.de/rest/metadata/station/html/812300059943"
"1981","Hamburg-Neuwiedenthal","9,8957","53,4776","4.0","https://cdc.dwd.de/rest/metadata/station/html/812300061223"
"2422","Iserlohn-Westig","7,7644","51,3768","230.0","https://cdc.dwd.de/rest/metadata/station/html/812300062503"
"1833","Grosser Falkenstein","13,2801","49,0851","1307.0","https://cdc.dwd.de/rest/metadata/station/html/812300063079"
"1275","Ering","13,1398","48,3008","340.0","https://cdc.dwd.de/rest/metadata/station/html/812300064359"
"3257","Mergentheim, Bad","9,7622","49,4773","251.0","https://cdc.dwd.de/rest/metadata/station/html/812300064935"
"3164","Cölbe, Kr. Marburg-Biedenkopf","8,7745","50,8492","187.0","https://cdc.dwd.de/rest/metadata/station/html/812300066215"
"4741","Solingen-Hohenscheid","7,0930","51,1400","152.0","https://cdc.dwd.de/rest/metadata/station/html/812300067495"
